Software Version,3.11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:39:52,37.0,,,,,,,,,,,,,,0.079,0.084,0.079,0.079,0.078,0.078,0.081,0.082,0.079,0.078,,,0.080,0.614,0.620,0.618,0.616,0.500,0.080,0.079,0.080,0.084,,,0.079,0.427,0.446,0.496,0.442,0.439,0.079,0.079,0.078,0.082,,,0.082,0.435,0.446,0.451,0.466,0.475,0.080,0.079,0.081,0.079,,,0.080,0.244,0.245,0.246,0.240,0.257,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.078,0.079,0.079,0.079,,,,,,,,,,,,,
10:47:24,37.0,,,,,,,,,,,,,,0.079,0.084,0.080,0.079,0.078,0.078,0.081,0.081,0.079,0.078,,,0.080,0.613,0.620,0.617,0.614,0.498,0.080,0.079,0.080,0.085,,,0.079,0.434,0.447,0.496,0.444,0.440,0.078,0.079,0.079,0.081,,,0.082,0.448,0.459,0.463,0.479,0.492,0.080,0.079,0.081,0.079,,,0.080,0.249,0.250,0.251,0.245,0.263,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.078,0.079,0.079,0.079,,,,,,,,,,,,,
10:54:56,37.0,,,,,,,,,,,,,,0.079,0.084,0.080,0.079,0.078,0.078,0.081,0.082,0.079,0.078,,,0.080,0.612,0.617,0.615,0.612,0.497,0.080,0.080,0.080,0.085,,,0.079,0.437,0.449,0.497,0.445,0.442,0.079,0.079,0.079,0.082,,,0.082,0.460,0.472,0.476,0.495,0.512,0.080,0.079,0.081,0.079,,,0.080,0.255,0.256,0.257,0.250,0.269,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.078,0.079,0.079,0.079,,,,,,,,,,,,,
11:02:28,37.0,,,,,,,,,,,,,,0.079,0.084,0.080,0.079,0.078,0.078,0.081,0.081,0.080,0.078,,,0.080,0.610,0.616,0.615,0.611,0.496,0.080,0.080,0.080,0.085,,,0.079,0.439,0.450,0.498,0.446,0.444,0.079,0.078,0.079,0.082,,,0.082,0.474,0.487,0.491,0.513,0.566,0.080,0.079,0.081,0.079,,,0.080,0.261,0.262,0.263,0.256,0.275,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.079,0.079,0.079,0.079,,,,,,,,,,,,,
11:10:00,37.0,,,,,,,,,,,,,,0.079,0.084,0.079,0.079,0.078,0.078,0.081,0.081,0.079,0.078,,,0.080,0.609,0.615,0.614,0.610,0.494,0.080,0.080,0.080,0.085,,,0.079,0.441,0.451,0.499,0.448,0.445,0.079,0.078,0.079,0.082,,,0.082,0.490,0.505,0.509,0.534,0.569,0.080,0.079,0.081,0.080,,,0.080,0.267,0.267,0.269,0.262,0.282,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.079,0.079,0.079,0.079,,,,,,,,,,,,,
11:17:32,37.0,,,,,,,,,,,,,,0.079,0.084,0.079,0.079,0.078,0.078,0.081,0.082,0.079,0.078,,,0.080,0.607,0.613,0.612,0.608,0.493,0.080,0.080,0.080,0.085,,,0.079,0.442,0.453,0.500,0.450,0.447,0.079,0.079,0.079,0.082,,,0.082,0.508,0.525,0.530,0.590,0.561,0.080,0.079,0.081,0.080,,,0.080,0.273,0.274,0.274,0.267,0.287,0.079,0.082,0.081,0.078,,,0.080,0.080,0.079,0.080,0.080,0.080,0.079,0.079,0.079,0.079,,,,,,,,,,,,,
11:25:04,37.0,,,,,,,,,,,,,,0.079,0.084,0.080,0.079,0.078,0.078,0.081,0.082,0.079,0.078,,,0.080,0.606,0.612,0.612,0.606,0.491,0.080,0.080,0.080,0.085,,,0.079,0.444,0.455,0.501,0.451,0.449,0.079,0.079,0.079,0.081,,,0.082,0.529,0.581,0.586,0.591,0.556,0.080,0.079,0.081,0.079,,,0.080,0.279,0.280,0.281,0.272,0.293,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.078,0.079,0.079,0.079,,,,,,,,,,,,,
11:32:36,37.0,,,,,,,,,,,,,,0.079,0.084,0.079,0.079,0.078,0.078,0.081,0.081,0.079,0.078,,,0.080,0.605,0.610,0.611,0.605,0.491,0.080,0.080,0.080,0.085,,,0.079,0.445,0.457,0.502,0.453,0.451,0.079,0.079,0.079,0.082,,,0.082,0.583,0.586,0.588,0.584,0.553,0.080,0.079,0.081,0.080,,,0.080,0.285,0.286,0.287,0.278,0.300,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.078,0.079,0.079,0.079,,,,,,,,,,,,,
11:40:08,37.0,,,,,,,,,,,,,,0.079,0.084,0.080,0.079,0.078,0.078,0.081,0.081,0.079,0.078,,,0.080,0.603,0.609,0.610,0.604,0.489,0.080,0.080,0.080,0.085,,,0.079,0.447,0.458,0.504,0.455,0.452,0.078,0.079,0.079,0.081,,,0.083,0.582,0.578,0.581,0.579,0.552,0.080,0.080,0.081,0.079,,,0.080,0.291,0.292,0.292,0.283,0.305,0.079,0.082,0.081,0.078,,,0.079,0.080,0.079,0.080,0.080,0.080,0.078,0.079,0.079,0.079,,,,,,,,,,,,,
11:47:40,37.0,,,,,,,,,,,,,,0.079,0.084,0.080,0.079,0.078,0.078,0.081,0.082,0.079,0.078,,,0.080,0.602,0.607,0.608,0.603,0.489,0.080,0.079,0.080,0.085,,,0.079,0.449,0.460,0.506,0.457,0.454,0.079,0.079,0.079,0.081,,,0.082,0.574,0.573,0.576,0.577,0.551,0.081,0.079,0.081,0.079,,,0.080,0.296,0.298,0.298,0.288,0.312,0.079,0.082,0.081,0.078,,,0.079,0.081,0.079,0.080,0.080,0.080,0.078,0.080,0.079,0.079,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

