well,od_600nm,identifier,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value,strain,class
E4,0.519,GC029,3,glucose,2021-07-23,5.273333333333333,0.07959259259259258,∆flh,Single KO
E4,0.611,GC029,3,glucose,2021-07-23,5.398888888888889,0.07955555555555555,∆flh,Single KO
E4,0.574,GC029,3,glucose,2021-07-23,5.524444444444445,0.07951851851851852,∆flh,Single KO
E4,0.635,GC029,3,glucose,2021-07-23,5.65,0.07948148148148147,∆flh,Single KO
E4,0.666,GC029,3,glucose,2021-07-23,5.775555555555556,0.07955555555555555,∆flh,Single KO
E4,0.706,GC029,3,glucose,2021-07-23,5.901111111111111,0.07951851851851852,∆flh,Single KO
E4,0.744,GC029,3,glucose,2021-07-23,6.026666666666666,0.0796296296296296,∆flh,Single KO
E4,0.798,GC029,3,glucose,2021-07-23,6.152222222222222,0.07951851851851852,∆flh,Single KO
E4,0.845,GC029,3,glucose,2021-07-23,6.277777777777778,0.07951851851851852,∆flh,Single KO
E4,0.869,GC029,3,glucose,2021-07-23,6.403333333333333,0.07955555555555555,∆flh,Single KO
E4,0.891,GC029,3,glucose,2021-07-23,6.528888888888889,0.07948148148148147,∆flh,Single KO
E4,0.928,GC029,3,glucose,2021-07-23,6.654444444444445,0.07951851851851852,∆flh,Single KO
E4,0.947,GC029,3,glucose,2021-07-23,6.78,0.07948148148148147,∆flh,Single KO
E4,0.92,GC029,3,glucose,2021-07-23,6.905555555555556,0.07959259259259259,∆flh,Single KO
E4,0.691,GC029,3,glucose,2021-07-23,7.0311111111111115,0.07955555555555555,∆flh,Single KO
E4,0.584,GC029,3,glucose,2021-07-23,7.156666666666666,0.07955555555555555,∆flh,Single KO
E4,0.556,GC029,3,glucose,2021-07-23,7.282222222222222,0.07955555555555555,∆flh,Single KO
E4,0.542,GC029,3,glucose,2021-07-23,7.407777777777778,0.07955555555555555,∆flh,Single KO
E4,0.543,GC029,3,glucose,2021-07-23,7.533333333333333,0.07959259259259258,∆flh,Single KO
E4,0.548,GC029,3,glucose,2021-07-23,7.658888888888889,0.07962962962962962,∆flh,Single KO
E4,0.553,GC029,3,glucose,2021-07-23,7.7844444444444445,0.07955555555555555,∆flh,Single KO
E4,0.555,GC029,3,glucose,2021-07-23,7.91,0.07966666666666666,∆flh,Single KO
E4,0.559,GC029,3,glucose,2021-07-23,8.035555555555556,0.07974074074074074,∆flh,Single KO
E4,0.563,GC029,3,glucose,2021-07-23,8.161111111111111,0.07955555555555555,∆flh,Single KO
E4,0.569,GC029,3,glucose,2021-07-23,8.286666666666667,0.07955555555555555,∆flh,Single KO
E4,0.574,GC029,3,glucose,2021-07-23,8.412222222222223,0.07948148148148147,∆flh,Single KO
E4,0.582,GC029,3,glucose,2021-07-23,8.537777777777778,0.07955555555555556,∆flh,Single KO
E4,0.596,GC029,3,glucose,2021-07-23,8.663333333333334,0.07959259259259258,∆flh,Single KO
E4,0.599,GC029,3,glucose,2021-07-23,8.78888888888889,0.07959259259259259,∆flh,Single KO
E4,0.602,GC029,3,glucose,2021-07-23,8.914444444444445,0.0797037037037037,∆flh,Single KO
E4,0.605,GC029,3,glucose,2021-07-23,9.04,0.07955555555555555,∆flh,Single KO
E4,0.608,GC029,3,glucose,2021-07-23,9.165555555555555,0.0797037037037037,∆flh,Single KO
E4,0.611,GC029,3,glucose,2021-07-23,9.29111111111111,0.07948148148148147,∆flh,Single KO
E4,0.615,GC029,3,glucose,2021-07-23,9.416666666666666,0.07962962962962962,∆flh,Single KO
E4,0.623,GC029,3,glucose,2021-07-23,9.542222222222222,0.07962962962962962,∆flh,Single KO
E4,0.641,GC029,3,glucose,2021-07-23,9.667777777777777,0.07959259259259259,∆flh,Single KO
E4,0.646,GC029,3,glucose,2021-07-23,9.793333333333333,0.07959259259259258,∆flh,Single KO
E4,0.648,GC029,3,glucose,2021-07-23,9.918888888888889,0.07955555555555555,∆flh,Single KO
E4,0.647,GC029,3,glucose,2021-07-23,10.044444444444444,0.07959259259259258,∆flh,Single KO
E4,0.646,GC029,3,glucose,2021-07-23,10.17,0.07959259259259259,∆flh,Single KO
E4,0.645,GC029,3,glucose,2021-07-23,10.295555555555556,0.07959259259259258,∆flh,Single KO
E4,0.643,GC029,3,glucose,2021-07-23,10.421111111111111,0.07951851851851852,∆flh,Single KO
E4,0.64,GC029,3,glucose,2021-07-23,10.546666666666667,0.07959259259259259,∆flh,Single KO
E4,0.638,GC029,3,glucose,2021-07-23,10.672222222222222,0.07948148148148147,∆flh,Single KO
E4,0.635,GC029,3,glucose,2021-07-23,10.797777777777778,0.0796296296296296,∆flh,Single KO
E4,0.632,GC029,3,glucose,2021-07-23,10.923333333333334,0.07951851851851852,∆flh,Single KO
E4,0.63,GC029,3,glucose,2021-07-23,11.04888888888889,0.07959259259259258,∆flh,Single KO
E4,0.628,GC029,3,glucose,2021-07-23,11.174444444444445,0.07962962962962962,∆flh,Single KO
E4,0.626,GC029,3,glucose,2021-07-23,11.3,0.07977777777777778,∆flh,Single KO
E4,0.624,GC029,3,glucose,2021-07-23,11.425555555555556,0.07955555555555555,∆flh,Single KO
E4,0.622,GC029,3,glucose,2021-07-23,11.551111111111112,0.07974074074074074,∆flh,Single KO
E4,0.62,GC029,3,glucose,2021-07-23,11.676666666666666,0.07966666666666666,∆flh,Single KO
E4,0.617,GC029,3,glucose,2021-07-23,11.802222222222222,0.07974074074074074,∆flh,Single KO
E4,0.615,GC029,3,glucose,2021-07-23,11.927777777777777,0.07966666666666666,∆flh,Single KO
D3,0.085,GC030,2,glucose,2021-07-23,0.0,0.07937037037037037,∆glt,Single KO
D3,0.086,GC030,2,glucose,2021-07-23,0.12555555555555556,0.07922222222222224,∆glt,Single KO
D3,0.086,GC030,2,glucose,2021-07-23,0.2511111111111111,0.0792962962962963,∆glt,Single KO
D3,0.087,GC030,2,glucose,2021-07-23,0.37666666666666665,0.07940740740740741,∆glt,Single KO
D3,0.087,GC030,2,glucose,2021-07-23,0.5022222222222222,0.07940740740740741,∆glt,Single KO
D3,0.087,GC030,2,glucose,2021-07-23,0.6277777777777778,0.07933333333333333,∆glt,Single KO
D3,0.088,GC030,2,glucose,2021-07-23,0.7533333333333333,0.07940740740740741,∆glt,Single KO
D3,0.089,GC030,2,glucose,2021-07-23,0.8788888888888889,0.07962962962962962,∆glt,Single KO
D3,0.089,GC030,2,glucose,2021-07-23,1.0044444444444445,0.07940740740740741,∆glt,Single KO
D3,0.09,GC030,2,glucose,2021-07-23,1.13,0.07948148148148147,∆glt,Single KO
D3,0.091,GC030,2,glucose,2021-07-23,1.2555555555555555,0.07951851851851852,∆glt,Single KO
D3,0.092,GC030,2,glucose,2021-07-23,1.3811111111111112,0.07951851851851852,∆glt,Single KO
D3,0.093,GC030,2,glucose,2021-07-23,1.5066666666666666,0.07951851851851852,∆glt,Single KO
D3,0.095,GC030,2,glucose,2021-07-23,1.6322222222222222,0.07959259259259259,∆glt,Single KO
D3,0.096,GC030,2,glucose,2021-07-23,1.7577777777777779,0.07944444444444444,∆glt,Single KO
D3,0.098,GC030,2,glucose,2021-07-23,1.8833333333333333,0.07951851851851852,∆glt,Single KO
D3,0.1,GC030,2,glucose,2021-07-23,2.008888888888889,0.07955555555555555,∆glt,Single KO
D3,0.102,GC030,2,glucose,2021-07-23,2.1344444444444446,0.07955555555555555,∆glt,Single KO
D3,0.105,GC030,2,glucose,2021-07-23,2.26,0.07951851851851852,∆glt,Single KO
D3,0.108,GC030,2,glucose,2021-07-23,2.3855555555555554,0.07951851851851852,∆glt,Single KO
D3,0.111,GC030,2,glucose,2021-07-23,2.511111111111111,0.07951851851851852,∆glt,Single KO
D3,0.115,GC030,2,glucose,2021-07-23,2.6366666666666667,0.07951851851851852,∆glt,Single KO
D3,0.119,GC030,2,glucose,2021-07-23,2.7622222222222224,0.07937037037037037,∆glt,Single KO
D3,0.124,GC030,2,glucose,2021-07-23,2.887777777777778,0.07948148148148147,∆glt,Single KO
D3,0.131,GC030,2,glucose,2021-07-23,3.013333333333333,0.07937037037037037,∆glt,Single KO
D3,0.137,GC030,2,glucose,2021-07-23,3.138888888888889,0.07948148148148147,∆glt,Single KO
D3,0.146,GC030,2,glucose,2021-07-23,3.2644444444444445,0.07944444444444444,∆glt,Single KO
D3,0.157,GC030,2,glucose,2021-07-23,3.39,0.0794074074074074,∆glt,Single KO
D3,0.172,GC030,2,glucose,2021-07-23,3.5155555555555558,0.07955555555555555,∆glt,Single KO
D3,0.191,GC030,2,glucose,2021-07-23,3.641111111111111,0.07948148148148147,∆glt,Single KO
D3,0.207,GC030,2,glucose,2021-07-23,3.7666666666666666,0.07948148148148147,∆glt,Single KO
D3,0.223,GC030,2,glucose,2021-07-23,3.8922222222222222,0.07959259259259259,∆glt,Single KO
D3,0.235,GC030,2,glucose,2021-07-23,4.017777777777778,0.07955555555555555,∆glt,Single KO
D3,0.252,GC030,2,glucose,2021-07-23,4.1433333333333335,0.0794074074074074,∆glt,Single KO
D3,0.279,GC030,2,glucose,2021-07-23,4.268888888888889,0.07951851851851852,∆glt,Single KO
D3,0.311,GC030,2,glucose,2021-07-23,4.394444444444445,0.07948148148148147,∆glt,Single KO
D3,0.346,GC030,2,glucose,2021-07-23,4.52,0.07959259259259259,∆glt,Single KO
D3,0.384,GC030,2,glucose,2021-07-23,4.645555555555555,0.07959259259259258,∆glt,Single KO
D3,0.426,GC030,2,glucose,2021-07-23,4.771111111111111,0.07948148148148147,∆glt,Single KO
D3,0.472,GC030,2,glucose,2021-07-23,4.8966666666666665,0.07948148148148147,∆glt,Single KO
D3,0.518,GC030,2,glucose,2021-07-23,5.022222222222222,0.07948148148148147,∆glt,Single KO
D3,0.562,GC030,2,glucose,2021-07-23,5.147777777777778,0.07951851851851852,∆glt,Single KO
D3,0.604,GC030,2,glucose,2021-07-23,5.273333333333333,0.07959259259259258,∆glt,Single KO
D3,0.643,GC030,2,glucose,2021-07-23,5.398888888888889,0.07955555555555555,∆glt,Single KO
D3,0.677,GC030,2,glucose,2021-07-23,5.524444444444445,0.07951851851851852,∆glt,Single KO
D3,0.699,GC030,2,glucose,2021-07-23,5.65,0.07948148148148147,∆glt,Single KO
D3,0.704,GC030,2,glucose,2021-07-23,5.775555555555556,0.07955555555555555,∆glt,Single KO
D3,0.705,GC030,2,glucose,2021-07-23,5.901111111111111,0.07951851851851852,∆glt,Single KO
D3,0.707,GC030,2,glucose,2021-07-23,6.026666666666666,0.0796296296296296,∆glt,Single KO
D3,0.708,GC030,2,glucose,2021-07-23,6.152222222222222,0.07951851851851852,∆glt,Single KO
D3,0.709,GC030,2,glucose,2021-07-23,6.277777777777778,0.07951851851851852,∆glt,Single KO
D3,0.708,GC030,2,glucose,2021-07-23,6.403333333333333,0.07955555555555555,∆glt,Single KO
D3,0.706,GC030,2,glucose,2021-07-23,6.528888888888889,0.07948148148148147,∆glt,Single KO
D3,0.702,GC030,2,glucose,2021-07-23,6.654444444444445,0.07951851851851852,∆glt,Single KO
D3,0.7,GC030,2,glucose,2021-07-23,6.78,0.07948148148148147,∆glt,Single KO
D3,0.697,GC030,2,glucose,2021-07-23,6.905555555555556,0.07959259259259259,∆glt,Single KO
D3,0.695,GC030,2,glucose,2021-07-23,7.0311111111111115,0.07955555555555555,∆glt,Single KO
D3,0.694,GC030,2,glucose,2021-07-23,7.156666666666666,0.07955555555555555,∆glt,Single KO
D3,0.692,GC030,2,glucose,2021-07-23,7.282222222222222,0.07955555555555555,∆glt,Single KO
D3,0.691,GC030,2,glucose,2021-07-23,7.407777777777778,0.07955555555555555,∆glt,Single KO
D3,0.691,GC030,2,glucose,2021-07-23,7.533333333333333,0.07959259259259258,∆glt,Single KO
D3,0.69,GC030,2,glucose,2021-07-23,7.658888888888889,0.07962962962962962,∆glt,Single KO
D3,0.69,GC030,2,glucose,2021-07-23,7.7844444444444445,0.07955555555555555,∆glt,Single KO
D3,0.69,GC030,2,glucose,2021-07-23,7.91,0.07966666666666666,∆glt,Single KO
D3,0.691,GC030,2,glucose,2021-07-23,8.035555555555556,0.07974074074074074,∆glt,Single KO
D3,0.692,GC030,2,glucose,2021-07-23,8.161111111111111,0.07955555555555555,∆glt,Single KO
D3,0.693,GC030,2,glucose,2021-07-23,8.286666666666667,0.07955555555555555,∆glt,Single KO
D3,0.706,GC030,2,glucose,2021-07-23,8.412222222222223,0.07948148148148147,∆glt,Single KO
D3,0.716,GC030,2,glucose,2021-07-23,8.537777777777778,0.07955555555555556,∆glt,Single KO
D3,0.722,GC030,2,glucose,2021-07-23,8.663333333333334,0.07959259259259258,∆glt,Single KO
D3,0.725,GC030,2,glucose,2021-07-23,8.78888888888889,0.07959259259259259,∆glt,Single KO
D3,0.726,GC030,2,glucose,2021-07-23,8.914444444444445,0.0797037037037037,∆glt,Single KO
D3,0.725,GC030,2,glucose,2021-07-23,9.04,0.07955555555555555,∆glt,Single KO
D3,0.725,GC030,2,glucose,2021-07-23,9.165555555555555,0.0797037037037037,∆glt,Single KO
D3,0.723,GC030,2,glucose,2021-07-23,9.29111111111111,0.07948148148148147,∆glt,Single KO
D3,0.722,GC030,2,glucose,2021-07-23,9.416666666666666,0.07962962962962962,∆glt,Single KO
D3,0.72,GC030,2,glucose,2021-07-23,9.542222222222222,0.07962962962962962,∆glt,Single KO
D3,0.718,GC030,2,glucose,2021-07-23,9.667777777777777,0.07959259259259259,∆glt,Single KO
D3,0.717,GC030,2,glucose,2021-07-23,9.793333333333333,0.07959259259259258,∆glt,Single KO
D3,0.715,GC030,2,glucose,2021-07-23,9.918888888888889,0.07955555555555555,∆glt,Single KO
D3,0.713,GC030,2,glucose,2021-07-23,10.044444444444444,0.07959259259259258,∆glt,Single KO
D3,0.711,GC030,2,glucose,2021-07-23,10.17,0.07959259259259259,∆glt,Single KO
D3,0.709,GC030,2,glucose,2021-07-23,10.295555555555556,0.07959259259259258,∆glt,Single KO
D3,0.707,GC030,2,glucose,2021-07-23,10.421111111111111,0.07951851851851852,∆glt,Single KO
D3,0.705,GC030,2,glucose,2021-07-23,10.546666666666667,0.07959259259259259,∆glt,Single KO
D3,0.703,GC030,2,glucose,2021-07-23,10.672222222222222,0.07948148148148147,∆glt,Single KO
D3,0.701,GC030,2,glucose,2021-07-23,10.797777777777778,0.0796296296296296,∆glt,Single KO
D3,0.7,GC030,2,glucose,2021-07-23,10.923333333333334,0.07951851851851852,∆glt,Single KO
D3,0.698,GC030,2,glucose,2021-07-23,11.04888888888889,0.07959259259259258,∆glt,Single KO
D3,0.696,GC030,2,glucose,2021-07-23,11.174444444444445,0.07962962962962962,∆glt,Single KO
D3,0.694,GC030,2,glucose,2021-07-23,11.3,0.07977777777777778,∆glt,Single KO
D3,0.692,GC030,2,glucose,2021-07-23,11.425555555555556,0.07955555555555555,∆glt,Single KO
D3,0.69,GC030,2,glucose,2021-07-23,11.551111111111112,0.07974074074074074,∆glt,Single KO
D3,0.689,GC030,2,glucose,2021-07-23,11.676666666666666,0.07966666666666666,∆glt,Single KO
D3,0.687,GC030,2,glucose,2021-07-23,11.802222222222222,0.07974074074074074,∆glt,Single KO
D3,0.686,GC030,2,glucose,2021-07-23,11.927777777777777,0.07966666666666666,∆glt,Single KO
E3,0.084,GC030,3,glucose,2021-07-23,0.0,0.07937037037037037,∆glt,Single KO
E3,0.084,GC030,3,glucose,2021-07-23,0.12555555555555556,0.07922222222222224,∆glt,Single KO
E3,0.084,GC030,3,glucose,2021-07-23,0.2511111111111111,0.0792962962962963,∆glt,Single KO
E3,0.085,GC030,3,glucose,2021-07-23,0.37666666666666665,0.07940740740740741,∆glt,Single KO
E3,0.085,GC030,3,glucose,2021-07-23,0.5022222222222222,0.07940740740740741,∆glt,Single KO
E3,0.086,GC030,3,glucose,2021-07-23,0.6277777777777778,0.07933333333333333,∆glt,Single KO
E3,0.087,GC030,3,glucose,2021-07-23,0.7533333333333333,0.07940740740740741,∆glt,Single KO
E3,0.087,GC030,3,glucose,2021-07-23,0.8788888888888889,0.07962962962962962,∆glt,Single KO
E3,0.088,GC030,3,glucose,2021-07-23,1.0044444444444445,0.07940740740740741,∆glt,Single KO
E3,0.089,GC030,3,glucose,2021-07-23,1.13,0.07948148148148147,∆glt,Single KO
E3,0.089,GC030,3,glucose,2021-07-23,1.2555555555555555,0.07951851851851852,∆glt,Single KO
E3,0.09,GC030,3,glucose,2021-07-23,1.3811111111111112,0.07951851851851852,∆glt,Single KO
E3,0.092,GC030,3,glucose,2021-07-23,1.5066666666666666,0.07951851851851852,∆glt,Single KO
E3,0.093,GC030,3,glucose,2021-07-23,1.6322222222222222,0.07959259259259259,∆glt,Single KO
E3,0.095,GC030,3,glucose,2021-07-23,1.7577777777777779,0.07944444444444444,∆glt,Single KO
E3,0.096,GC030,3,glucose,2021-07-23,1.8833333333333333,0.07951851851851852,∆glt,Single KO
E3,0.099,GC030,3,glucose,2021-07-23,2.008888888888889,0.07955555555555555,∆glt,Single KO
E3,0.1,GC030,3,glucose,2021-07-23,2.1344444444444446,0.07955555555555555,∆glt,Single KO
E3,0.103,GC030,3,glucose,2021-07-23,2.26,0.07951851851851852,∆glt,Single KO
E3,0.106,GC030,3,glucose,2021-07-23,2.3855555555555554,0.07951851851851852,∆glt,Single KO
E3,0.109,GC030,3,glucose,2021-07-23,2.511111111111111,0.07951851851851852,∆glt,Single KO
E3,0.113,GC030,3,glucose,2021-07-23,2.6366666666666667,0.07951851851851852,∆glt,Single KO
E3,0.117,GC030,3,glucose,2021-07-23,2.7622222222222224,0.07937037037037037,∆glt,Single KO
E3,0.123,GC030,3,glucose,2021-07-23,2.887777777777778,0.07948148148148147,∆glt,Single KO
E3,0.129,GC030,3,glucose,2021-07-23,3.013333333333333,0.07937037037037037,∆glt,Single KO
E3,0.136,GC030,3,glucose,2021-07-23,3.138888888888889,0.07948148148148147,∆glt,Single KO
E3,0.144,GC030,3,glucose,2021-07-23,3.2644444444444445,0.07944444444444444,∆glt,Single KO
E3,0.156,GC030,3,glucose,2021-07-23,3.39,0.0794074074074074,∆glt,Single KO
E3,0.172,GC030,3,glucose,2021-07-23,3.5155555555555558,0.07955555555555555,∆glt,Single KO
E3,0.19,GC030,3,glucose,2021-07-23,3.641111111111111,0.07948148148148147,∆glt,Single KO
E3,0.205,GC030,3,glucose,2021-07-23,3.7666666666666666,0.07948148148148147,∆glt,Single KO
E3,0.222,GC030,3,glucose,2021-07-23,3.8922222222222222,0.07959259259259259,∆glt,Single KO
E3,0.23,GC030,3,glucose,2021-07-23,4.017777777777778,0.07955555555555555,∆glt,Single KO
E3,0.249,GC030,3,glucose,2021-07-23,4.1433333333333335,0.0794074074074074,∆glt,Single KO
E3,0.278,GC030,3,glucose,2021-07-23,4.268888888888889,0.07951851851851852,∆glt,Single KO
E3,0.311,GC030,3,glucose,2021-07-23,4.394444444444445,0.07948148148148147,∆glt,Single KO
E3,0.344,GC030,3,glucose,2021-07-23,4.52,0.07959259259259259,∆glt,Single KO
E3,0.378,GC030,3,glucose,2021-07-23,4.645555555555555,0.07959259259259258,∆glt,Single KO
E3,0.424,GC030,3,glucose,2021-07-23,4.771111111111111,0.07948148148148147,∆glt,Single KO
E3,0.47,GC030,3,glucose,2021-07-23,4.8966666666666665,0.07948148148148147,∆glt,Single KO
E3,0.516,GC030,3,glucose,2021-07-23,5.022222222222222,0.07948148148148147,∆glt,Single KO
E3,0.557,GC030,3,glucose,2021-07-23,5.147777777777778,0.07951851851851852,∆glt,Single KO
E3,0.594,GC030,3,glucose,2021-07-23,5.273333333333333,0.07959259259259258,∆glt,Single KO
E3,0.631,GC030,3,glucose,2021-07-23,5.398888888888889,0.07955555555555555,∆glt,Single KO
E3,0.673,GC030,3,glucose,2021-07-23,5.524444444444445,0.07951851851851852,∆glt,Single KO
E3,0.695,GC030,3,glucose,2021-07-23,5.65,0.07948148148148147,∆glt,Single KO
E3,0.7,GC030,3,glucose,2021-07-23,5.775555555555556,0.07955555555555555,∆glt,Single KO
E3,0.701,GC030,3,glucose,2021-07-23,5.901111111111111,0.07951851851851852,∆glt,Single KO
E3,0.704,GC030,3,glucose,2021-07-23,6.026666666666666,0.0796296296296296,∆glt,Single KO
E3,0.705,GC030,3,glucose,2021-07-23,6.152222222222222,0.07951851851851852,∆glt,Single KO
E3,0.706,GC030,3,glucose,2021-07-23,6.277777777777778,0.07951851851851852,∆glt,Single KO
E3,0.704,GC030,3,glucose,2021-07-23,6.403333333333333,0.07955555555555555,∆glt,Single KO
E3,0.702,GC030,3,glucose,2021-07-23,6.528888888888889,0.07948148148148147,∆glt,Single KO
E3,0.699,GC030,3,glucose,2021-07-23,6.654444444444445,0.07951851851851852,∆glt,Single KO
E3,0.696,GC030,3,glucose,2021-07-23,6.78,0.07948148148148147,∆glt,Single KO
E3,0.693,GC030,3,glucose,2021-07-23,6.905555555555556,0.07959259259259259,∆glt,Single KO
E3,0.691,GC030,3,glucose,2021-07-23,7.0311111111111115,0.07955555555555555,∆glt,Single KO
E3,0.689,GC030,3,glucose,2021-07-23,7.156666666666666,0.07955555555555555,∆glt,Single KO
E3,0.688,GC030,3,glucose,2021-07-23,7.282222222222222,0.07955555555555555,∆glt,Single KO
E3,0.687,GC030,3,glucose,2021-07-23,7.407777777777778,0.07955555555555555,∆glt,Single KO
E3,0.687,GC030,3,glucose,2021-07-23,7.533333333333333,0.07959259259259258,∆glt,Single KO
E3,0.686,GC030,3,glucose,2021-07-23,7.658888888888889,0.07962962962962962,∆glt,Single KO
E3,0.686,GC030,3,glucose,2021-07-23,7.7844444444444445,0.07955555555555555,∆glt,Single KO
E3,0.687,GC030,3,glucose,2021-07-23,7.91,0.07966666666666666,∆glt,Single KO
E3,0.687,GC030,3,glucose,2021-07-23,8.035555555555556,0.07974074074074074,∆glt,Single KO
E3,0.688,GC030,3,glucose,2021-07-23,8.161111111111111,0.07955555555555555,∆glt,Single KO
E3,0.693,GC030,3,glucose,2021-07-23,8.286666666666667,0.07955555555555555,∆glt,Single KO
E3,0.706,GC030,3,glucose,2021-07-23,8.412222222222223,0.07948148148148147,∆glt,Single KO
E3,0.714,GC030,3,glucose,2021-07-23,8.537777777777778,0.07955555555555556,∆glt,Single KO
E3,0.72,GC030,3,glucose,2021-07-23,8.663333333333334,0.07959259259259258,∆glt,Single KO
E3,0.722,GC030,3,glucose,2021-07-23,8.78888888888889,0.07959259259259259,∆glt,Single KO
E3,0.722,GC030,3,glucose,2021-07-23,8.914444444444445,0.0797037037037037,∆glt,Single KO
E3,0.722,GC030,3,glucose,2021-07-23,9.04,0.07955555555555555,∆glt,Single KO
E3,0.721,GC030,3,glucose,2021-07-23,9.165555555555555,0.0797037037037037,∆glt,Single KO
E3,0.719,GC030,3,glucose,2021-07-23,9.29111111111111,0.07948148148148147,∆glt,Single KO
E3,0.718,GC030,3,glucose,2021-07-23,9.416666666666666,0.07962962962962962,∆glt,Single KO
E3,0.716,GC030,3,glucose,2021-07-23,9.542222222222222,0.07962962962962962,∆glt,Single KO
E3,0.714,GC030,3,glucose,2021-07-23,9.667777777777777,0.07959259259259259,∆glt,Single KO
E3,0.712,GC030,3,glucose,2021-07-23,9.793333333333333,0.07959259259259258,∆glt,Single KO
E3,0.71,GC030,3,glucose,2021-07-23,9.918888888888889,0.07955555555555555,∆glt,Single KO
E3,0.709,GC030,3,glucose,2021-07-23,10.044444444444444,0.07959259259259258,∆glt,Single KO
E3,0.707,GC030,3,glucose,2021-07-23,10.17,0.07959259259259259,∆glt,Single KO
E3,0.705,GC030,3,glucose,2021-07-23,10.295555555555556,0.07959259259259258,∆glt,Single KO
E3,0.703,GC030,3,glucose,2021-07-23,10.421111111111111,0.07951851851851852,∆glt,Single KO
E3,0.7,GC030,3,glucose,2021-07-23,10.546666666666667,0.07959259259259259,∆glt,Single KO
E3,0.699,GC030,3,glucose,2021-07-23,10.672222222222222,0.07948148148148147,∆glt,Single KO
E3,0.697,GC030,3,glucose,2021-07-23,10.797777777777778,0.0796296296296296,∆glt,Single KO
E3,0.695,GC030,3,glucose,2021-07-23,10.923333333333334,0.07951851851851852,∆glt,Single KO
E3,0.693,GC030,3,glucose,2021-07-23,11.04888888888889,0.07959259259259258,∆glt,Single KO
E3,0.691,GC030,3,glucose,2021-07-23,11.174444444444445,0.07962962962962962,∆glt,Single KO
E3,0.689,GC030,3,glucose,2021-07-23,11.3,0.07977777777777778,∆glt,Single KO
E3,0.688,GC030,3,glucose,2021-07-23,11.425555555555556,0.07955555555555555,∆glt,Single KO
E3,0.686,GC030,3,glucose,2021-07-23,11.551111111111112,0.07974074074074074,∆glt,Single KO
E3,0.684,GC030,3,glucose,2021-07-23,11.676666666666666,0.07966666666666666,∆glt,Single KO
E3,0.683,GC030,3,glucose,2021-07-23,11.802222222222222,0.07974074074074074,∆glt,Single KO
E3,0.681,GC030,3,glucose,2021-07-23,11.927777777777777,0.07966666666666666,∆glt,Single KO
F6,0.089,GC047,1,glucose,2021-07-23,0.0,0.07937037037037037,∆his,Single KO
F6,0.09,GC047,1,glucose,2021-07-23,0.12555555555555556,0.07922222222222224,∆his,Single KO
F6,0.09,GC047,1,glucose,2021-07-23,0.2511111111111111,0.0792962962962963,∆his,Single KO
F6,0.091,GC047,1,glucose,2021-07-23,0.37666666666666665,0.07940740740740741,∆his,Single KO
F6,0.092,GC047,1,glucose,2021-07-23,0.5022222222222222,0.07940740740740741,∆his,Single KO
F6,0.093,GC047,1,glucose,2021-07-23,0.6277777777777778,0.07933333333333333,∆his,Single KO
F6,0.093,GC047,1,glucose,2021-07-23,0.7533333333333333,0.07940740740740741,∆his,Single KO
F6,0.095,GC047,1,glucose,2021-07-23,0.8788888888888889,0.07962962962962962,∆his,Single KO
F6,0.097,GC047,1,glucose,2021-07-23,1.0044444444444445,0.07940740740740741,∆his,Single KO
F6,0.098,GC047,1,glucose,2021-07-23,1.13,0.07948148148148147,∆his,Single KO
F6,0.1,GC047,1,glucose,2021-07-23,1.2555555555555555,0.07951851851851852,∆his,Single KO
F6,0.102,GC047,1,glucose,2021-07-23,1.3811111111111112,0.07951851851851852,∆his,Single KO
F6,0.104,GC047,1,glucose,2021-07-23,1.5066666666666666,0.07951851851851852,∆his,Single KO
F6,0.106,GC047,1,glucose,2021-07-23,1.6322222222222222,0.07959259259259259,∆his,Single KO
F6,0.109,GC047,1,glucose,2021-07-23,1.7577777777777779,0.07944444444444444,∆his,Single KO
F6,0.112,GC047,1,glucose,2021-07-23,1.8833333333333333,0.07951851851851852,∆his,Single KO
F6,0.116,GC047,1,glucose,2021-07-23,2.008888888888889,0.07955555555555555,∆his,Single KO
F6,0.12,GC047,1,glucose,2021-07-23,2.1344444444444446,0.07955555555555555,∆his,Single KO
F6,0.126,GC047,1,glucose,2021-07-23,2.26,0.07951851851851852,∆his,Single KO
F6,0.132,GC047,1,glucose,2021-07-23,2.3855555555555554,0.07951851851851852,∆his,Single KO
F6,0.139,GC047,1,glucose,2021-07-23,2.511111111111111,0.07951851851851852,∆his,Single KO
F6,0.148,GC047,1,glucose,2021-07-23,2.6366666666666667,0.07951851851851852,∆his,Single KO
F6,0.16,GC047,1,glucose,2021-07-23,2.7622222222222224,0.07937037037037037,∆his,Single KO
F6,0.173,GC047,1,glucose,2021-07-23,2.887777777777778,0.07948148148148147,∆his,Single KO
F6,0.188,GC047,1,glucose,2021-07-23,3.013333333333333,0.07937037037037037,∆his,Single KO
F6,0.206,GC047,1,glucose,2021-07-23,3.138888888888889,0.07948148148148147,∆his,Single KO
F6,0.225,GC047,1,glucose,2021-07-23,3.2644444444444445,0.07944444444444444,∆his,Single KO
F6,0.247,GC047,1,glucose,2021-07-23,3.39,0.0794074074074074,∆his,Single KO
F6,0.272,GC047,1,glucose,2021-07-23,3.5155555555555558,0.07955555555555555,∆his,Single KO
